PG.ProteinGroups,PG.Genes,Log2FC,Raw_P_Value,FDR_Adjusted_P,Passed_Raw_Threshold,Passed_FDR_Threshold,Significance_Tier
O00767,SCD,5.726221951601849,0.05913849154910904,0.4599799269233249,False,False,Not Significant
O14579,COPE,-0.43833575656689483,0.8279357035994294,0.9331981338186178,False,False,Not Significant
O14617,AP3D1,-1.2977505529192155,0.3910022189557705,0.641620554760231,False,False,Not Significant
O14654,IRS4,3.639227902353959,0.09822606710868469,0.48969112576893725,False,False,Not Significant
O14744,PRMT5,-0.517681941344449,0.3910022189557705,0.641620554760231,False,False,Not Significant
O14802,POLR3A,1.6022570669758491,0.1920109580674539,0.5522606915850853,False,False,Not Significant
O14818,PSMA7,6.095974908813519,0.00027519836178735836,0.0613604527580667,True,False,Exploratory (Raw P < 0.05)
O14828,SCAMP3,3.043490024706105,0.058322544221170766,0.4599799269233249,False,False,Not Significant
O14925;Q5SRD1,TIMM23;TIMM23B,2.158711485983208,0.3949543152400184,0.6445140895081043,False,False,Not Significant
O14979,HNRNPDL,-0.7063065442980605,0.31341654457203755,0.641620554760231,False,False,Not Significant
O14980,XPO1,0.7847380764560237,0.053184743877102744,0.4599799269233249,False,False,Not Significant
O15042,U2SURP,1.642277591142654,0.5192649208050414,0.7462719717166434,False,False,Not Significant
O15121,DEGS1,0.06592809592624116,0.9717602440239864,0.9943427931976403,False,False,Not Significant
O15143,ARPC1B,1.9811664273894753,0.6415952569104082,0.8222327162477077,False,False,Not Significant
O15145,ARPC3,1.757542372402126,0.4016771242029169,0.6488925819458178,False,False,Not Significant
O15212,PFDN6,3.1052311804772974,0.3910022189557703,0.641620554760231,False,False,Not Significant
O15213,WDR46,-0.46872149782335093,0.5493502034317076,0.7644842810537362,False,False,Not Significant
O15255,RTL8C,0.799731101985698,0.3910022189557705,0.641620554760231,False,False,Not Significant
O15260,SURF4,1.3279502705574222,0.4714969154341888,0.7093456337035695,False,False,Not Significant
O15347,HMGB3,0.3377696630175029,0.8508964036985734,0.9421083911298689,False,False,Not Significant
O15371,EIF3D,0.7730227188497656,0.05521911462660673,0.4599799269233249,False,False,Not Significant
O15511,ARPC5,1.6207700487923682,0.3910022189557703,0.641620554760231,False,False,Not Significant
O43143,DHX15,0.36906564489650506,0.2654385288918224,0.6360243623622717,False,False,Not Significant
